reaction_id,original_smiles,reaction_core,reaction_template
2411,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1](=[C:2]([C@@:5]1([H:11])[C:3]([H:9])([H:10])[O:4]1)[H:8])([H:6])[H:7],[C:1]1[C:2]([C:3])[C:5]1>>[C:1]=[C:2][C:5][C:3],C1C(C)C1>>C=CCC
2412,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2]([H:8])=[C:5]1[H:11].[C:3](=[O:4])([H:9])[H:10],[C:2]1[C:3][O:4][C:5]1>>[C:2]=[C:5].[C:3]=[O:4],C1COC1>>C=C.C=O
2413,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C@:2]([C:3]([O:4][H:11])([H:9])[H:10])([H:8])[C:5]1,[O:4][C:5][H:11]>>[C:5].[O:4][H:11],OC[#1]>>C.O[#1]
2414,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1([H:7])[H:11])[H:6],[C:1]([C:5])[H:7]>>[C:1].[C:5][H:7],C(C)[#1]>>C.C[#1]
2415,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2]([H:8])([H:9])[C:5]1([O+:4]=[C-:3][H:10])[H:11],[C:2][C:3]([O:4])[H:9]>>[C-:3]=[O+:4].[C:2][H:9],CC(O)[#1]>>[C&-]=[O&+].C[#1]
2416,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])=[C:5]([H:11])[O:4][C:3]([H:9])([H:10])[C:2]1([H:7])[H:8],[C:1]1([H:7])[C:2][C:5]1>>[C:1]([C:2][H:7])=[C:5],C1([#1])CC1>>C(C[#1])=C
2417,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C@@:5]1([H:11])[C:2]([H:6])([H:8])[C:3]([H:9])([H:10])[O:4]1)[H:7],[C:1]([C:2])[H:6]>>[C:1].[C:2][H:6],C(C)[#1]>>C.C[#1]
2418,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2]1=[C:5]([H:11])[O:4][C:3]1([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]1[C:2]([H:8])[C:5]1>>[C:1]([C:2]=[C:5])[H:8],C1C([#1])C1>>C(C=C)[#1]
2419,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2](=[C:3]([H:9])[H:10])[H:8])([C:5](=[O:4])[H:11])([H:6])[H:7],[C:2]1[C:3][O:4][C:5]1>>[C:2]=[C:3].[O:4]=[C:5],C1COC1>>C=C.O=C
2420,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O+:4]=[C-:5]1)([H:6])([H:7])[H:11],[C:1][C:5]([O:4])[H:11]>>[C:1][H:11].[O+:4]=[C-:5],CC(O)[#1]>>C[#1].[O&+]=[C&-]
2421,[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])=[C:5]([H:11])[C:2]1([C:3]([O:4][H:7])([H:9])[H:10])[H:8],[C:1]([C:5][O:4])[H:7]>>[C:1]=[C:5].[O:4][H:7],C(CO)[#1]>>C=C.O[#1]
2422,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C:5]([H:12])([H:13])[C@@:4]1([H:11])[C:3]([H:10])=[N:6]2,[C:2]1[C:3][N:6]1[C:5]>>[C:2]([C:5])[N:6]=[C:3],C1CN1C>>C(C)N=C
2423,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[N:6][C:5]([H:12])([H:13])[C@:4]1([C:3][H:10])[H:11],[C:2]1[C:3][N:6]1>>[C:2]=[N:6].[C:3],C1CN1>>C=N.C
2424,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C-:3]3[C@:4]1([H:11])[C:5]([H:12])([H:13])[N+:6]23[H:10],[C:3]([N:6])[H:10]>>[C-:3][N+:6][H:10],C(N)[#1]>>[C&-][N&+][#1]
2425,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[N:6]2[C:5]([H:12])([H:13])[C:4]1,[C:3][C:4][H:11]>>[C:3][H:11].[C:4],CC[#1]>>C[#1].C
2426,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])=[N:6]1)([C:4](=[C:5]([H:12])[H:13])[H:11])([H:7])[H:8],[C:3]1[C:4][C:5][N:6]1>>[C:3]=[N:6].[C:4]=[C:5],C1CCN1>>C=N.C=C
2427,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])=[N:6][C:5]([H:12])([H:13])[C@:4]12[H:11],[C:2]1[C:3]([C:4])[N:6]1>>[C:2]([C:3]=[N:6])[C:4],C1C(C)N1>>C(C=N)C
2428,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:8])([H:11])[C:5]([H:12])([H:13])[N:6]12)[H:7],[C:1]([C:4])[H:8]>>[C:1].[C:4][H:8],C(C)[#1]>>C.C[#1]
2429,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]([N:6]=[C:5]([H:12])[H:13])([H:9])[C:3]([H:10])=[C:4]1[H:11],[C:3]1[C:4][C:5][N:6]1>>[C:3]=[C:4].[C:5]=[N:6],C1CCN1>>C=C.C=N
2430,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[N:6]2[C@:4]1([H:11])[C:5]2([H:12])[H:13],[C:2]1[C:3]([C:4])[N:6]1>>[C:2]=[C:3][N:6][C:4],C1C(C)N1>>C=CNC
2431,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1](=[C:2]([C@@:3]1([H:10])[C:4]([H:11])=[C:5]([H:12])[N:6]1[H:13])[H:9])([H:7])[H:8],[C:1]1[C:2][N:6][C:5]([H:13])[C:4]1>>[C:1]=[C:2].[C:4]=[C:5][N:6][H:13],C1CNC([#1])C1>>C=C.C=CN[#1]
2432,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]2[H:9],[C:2]([N:6])[H:9]>>[C:2].[N:6][H:9],C(N)[#1]>>C.N[#1]
2433,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:12])[N:6]2[C@:3]3([H:10])[C@@:4]1([H:11])[C@@:5]32[H:13],[C:2][C:3].[C:5][H:12]>>[C:2][H:12].[C:3][C:5],CC.C[#1]>>C[#1].CC
2434,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1](=[C:2]([N:6]1[C:3]([H:10])=[C:4]([H:11])[C:5]1([H:12])[H:13])[H:9])([H:7])[H:8],[C:1]1[C:2][C:3][C:4]1>>[C:1]=[C:2].[C:3]=[C:4],C1CCC1>>C=C.C=C
2435,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:6][C:5]([C:4]([C:3]#[N:2])([H:10])[H:11])([H:12])[H:13])([H:7])([H:8])[H:9],[C:1][N:2]=[C:3][O:6]>>[C:1][O:6].[N:2]#[C:3],CN=CO>>CO.N#C
2436,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3]1=[C:4]([H:10])[C:5]([H:12])([H:13])[O:6]1)[H:11])([H:7])([H:8])[H:9],[C:4][H:11].[N:2]>>[C:4].[N:2][H:11],C[#1].N>>C.N[#1]
2437,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[C:4]1([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1,[N:2]=[C:3]([C:4])[O:6]>>[C:4][O:6].[N+:2]#[C-:3],N=C(C)O>>CO.[N&+]#[C&-]
2438,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C@:3]12[C:4]([H:10])([H:11])[C@@:5]1([H:13])[O:6]2)([H:7])[H:8].[H:9][H:12],[C:1][H:9].[C:3].[C:5][H:12]>>[C:1].[C:3][C:5].[H:9][H:12],C[#1].C.C[#1]>>C.CC.[#1][#1]
2439,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C-:1]([N:2]([C:3]1=[O+:6][C:5]([H:12])([H:13])[C:4]1([H:10])[H:11])[H:9])([H:7])[H:8],[C:1]([N:2])[H:9].[O:6]>>[C-:1][N:2][H:9].[O+:6],C(N)[#1].O>>[C&-]N[#1].[O&+]
2440,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N+:2]=[C-:3][O:6][C:5]([C:4]([H:9])([H:10])[H:11])([H:12])[H:13])([H:7])[H:8],[C:1](/[N:2]=[C:3]/[C:4])[H:9]>>[C:1]=[N+:2]=[C-:3].[C:4][H:9],C(/N=C/C)[#1]>>C=[N&+]=[C&-].C[#1]
2441,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3]([C:4]([H:9])([H:10])[H:11])=[O+:6][C-:5]([H:12])[H:13])([H:7])[H:8],[C:1][H:9].[C:4][C:5][O:6]>>[C-:5][O+:6].[C:1].[C:4][H:9],C[#1].CCO>>[C&-][O&+].C.C[#1]
2442,[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3]1=[C:4]([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])[H:8].[H:9][H:10],[C:1][H:9].[C:4][H:10]>>[C:1].[C:4].[H:9][H:10],C[#1].C[#1]>>C.C.[#1][#1]
2443,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:4]([N+:6]#[C-:5])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:4][C:5]#[N:6]>>[C:4][N+:6]#[C-:5],CC#N>>C[N&+]#[C&-]
2444,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[N:3]/[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[N:6][H:11])([H:13])[H:14],[C:2]([N:3][C:4][C:5]#[N:6])[H:11]>>[C:2]=[N:3].[C:4]=[C:5]=[N:6][H:11],C(NCC#N)[#1]>>C=N.C=C=N[#1]
2445,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:5]1=[N:6][C:4]1([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[N:3][C:4][C:5]#[N:6]>>[N:3][C:5]1=[N:6][C:4]1,NCC#N>>NC1=NC1
2446,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N+:3]([C-:4]([C:5]#[N:6])[H:13])([H:12])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[N:3][C:4][H:14]>>[N+:3]([C-:4])[H:14],NC[#1]>>[N&+]([C&-])[#1]
2447,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([N:6]=[C:5]=[C:4]([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[N:3][C:4][C:5]#[N:6]>>[N:3][N:6]=[C:5]=[C:4],NCC#N>>NN=C=C
2448,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[N:3]/[C:4]([C:5]#[N:6])([H:13])[H:14])[H:10])([H:7])([H:8])[H:11].[H:9][H:12],[C:1]([C:2]([N:3][H:12])[H:11])[H:9]>>[C:1]([C:2]=[N:3])[H:11].[H:9][H:12],C(C(N[#1])[#1])[#1]>>C(C=N)[#1].[#1][#1]
2449,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]=[C:4]([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]=[N:6][H:12],[N:3]([C:4][C:5]#[N:6])[H:12]>>[C:5]=[N:6][H:12].[N:3]=[C:4],N(CC#N)[#1]>>C=N[#1].N=C
2450,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]([N+:3]([C:4]([C:5]#[N:6])([H:13])[H:14])([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],[C:2]([N:3])[H:11]>>[C-:2][N+:3][H:11],C(N)[#1]>>[C&-][N&+][#1]
2451,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([N:6]=[C:5]1[C:2]([H:10])([H:11])[N:3]([H:12])[C:4]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1][C:2].[C:5]#[N:6]>>[C:1][N:6]=[C:5][C:2],CC.C#N>>CN=CC
2452,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C+:2]([N:3]([C:4](=[C:5]=[N-:6])[H:13])[H:12])[H:10])([H:7])([H:8])[H:9].[H:11][H:14],[C:2][H:11].[C:4]([C:5]#[N:6])[H:14]>>[C+:2].[C:4]=[C:5]=[N-:6].[H:11][H:14],C[#1].C(C#N)[#1]>>[C&+].C=C=[N&-].[#1][#1]
2453,[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4]([H:13])([H:14])[C:5][N:6]1[H:10])([H:7])([H:8])[H:9],[C:2][H:10].[C:5]#[N:6]>>[C:2][N:6]([C:5])[H:10],C[#1].C#N>>CN(C)[#1]
2454,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1]1=[C:2]([C:3]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:7])[H:8])[C:5]1([H:10])[H:11],[C:4]1[C:5][C:6]1.[N:1]#[C:2]>>[C:4]=[C:6].[N:1]1=[C:2][C:5]1,C1CC1.N#C>>C=C.N1=CC1
2455,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N+:1](=[C-:2][C:3]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:7])[H:8])=[C:5]([H:10])[H:11],[C:4]1[C:5][C:6]1.[N:1]#[C:2]>>[C:4]=[C:6].[N+:1](=[C-:2])=[C:5],C1CC1.N#C>>C=C.[N&+](=[C&-])=C
2456,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1]#[C:2][C:3]([C:4][C:6]([C:5]([H:9])([H:10])[H:11])([H:12])[H:13])([H:7])[H:8],[C:4]([C:5])[H:9]>>[C:4].[C:5][H:9],C(C)[#1]>>C.C[#1]
2457,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1]1([H:12])[C:2][C:3]([H:7])([H:8])[C@:4]2([H:9])[C:5]([H:10])([H:11])[C@:6]12[H:13],[C:6][H:12].[N:1]#[C:2]>>[N:1]([C:2])([C:6])[H:12],C[#1].N#C>>N(C)(C)[#1]
2458,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1](=[C:2]=[C:3]([H:7])[H:8])[C:5]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:10])[H:11],[N:1]#[C:2][C:3][C:4]1[C:5][C:6]1>>[N:1](=[C:2]=[C:3])[C:5][C:4]=[C:6],N#CCC1CC1>>N(=C=C)CC=C
2459,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N+:1](#[C-:2])[C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],[N:1]#[C:2][C:3]>>[N+:1](#[C-:2])[C:3],N#CC>>[N&+](#[C&-])C
2460,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1](=[C:2]1/[C:3]([H:7])([H:8])[C@:4]2([H:9])[C:5]([H:10])([H:11])[C@:6]12[H:13])\[H:12],[C:6][H:12].[N:1]#[C:2]>>[N:1](=[C:2][C:6])[H:12],C[#1].N#C>>N(=CC)[#1]
2461,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1](=[C:2]1/[C:3]([H:7])([H:8])[C:4]12[C:5]([H:10])([H:11])[C:6]2([H:12])[H:13])\[H:9],[C:4][H:9].[N:1]#[C:2]>>[N:1](=[C:2][C:4])[H:9],C[#1].N#C>>N(=CC)[#1]
2462,[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[C:3](=[C:4]([C:5](=[C:6]([H:12])[H:13])[H:10])[H:9])([H:7])[H:8].[N:1]#[C:2][H:11],[C:2][C:3][C:4]1[C:5]([H:11])[C:6]1>>[C:2][H:11].[C:3]=[C:4][C:5]=[C:6],CCC1C([#1])C1>>C[#1].C=CC=C
2463,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O-:1][C:2](=[C+:3][H:6])[N:5]([C:4]([H:7])([H:8])[H:9])[H:10],[C:3]([C:4])[H:7].[O:1]>>[C+:3].[C:4][H:7].[O-:1],C(C)[#1].O>>[C&+].C[#1].[O&-]
2464,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]([C:2]1=[C:3]([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6],[C:3][H:6].[O:1]>>[C:3].[O:1][H:6],C[#1].O>>C.O[#1]
2465,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O+:1]1=[C:2]([N:5]([C-:4]([H:8])[H:9])[H:10])[C:3]1([H:6])[H:7],[C:3][C:4].[O:1]>>[C-:4].[O+:1][C:3],CC.O>>[C&-].[O&+]C
2466,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]([C:2]1=[N:5][C:4]([H:8])([H:9])[C:3]1([H:6])[H:7])[H:10],[N:5][H:10].[O:1]>>[N:5].[O:1][H:10],N[#1].O>>N.O[#1]
2467,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]=[C:2]([C:3]([C:4][H:8])([H:6])[H:7])[N:5]([H:9])[H:10],[C:4]([N:5])[H:9]>>[C:4].[N:5][H:9],C(N)[#1]>>C.N[#1]
2468,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[C:3](=[C:4]([H:8])[H:9])([H:6])[H:7].[O:1]=[C:2]=[N:5][H:10],[C:2]1[C:3][C:4][N:5]1>>[C:2]=[N:5].[C:3]=[C:4],C1CCN1>>C=N.C=C
2469,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[C:4](=[N:5][H:10])([H:8])[H:9].[O:1]=[C:2]=[C:3]([H:6])[H:7],[C:2]1[C:3][C:4][N:5]1>>[C:2]=[C:3].[C:4]=[N:5],C1CCN1>>C=C.C=N
2470,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]=[C:2]=[C:3]([C:4]([N:5]([H:6])[H:10])([H:8])[H:9])[H:7],[C:2]([C:3][H:6])[N:5]>>[C:2]=[C:3].[N:5][H:6],C(C[#1])N>>C=C.N[#1]
2471,[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[C:4](#[N+:5][O-:6])[H:7].[O:1]=[C:2]=[O:3],[c:2]1[o:3][c:4][n:5][o:6]1>>[C:2]=[O:3].[C:4]#[N+:5][O-:6],c1ocno1>>C=O.C#[N&+][O&-]
2472,[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[O:1]=[C:2]=[O:6].[O:3]([C:4]#[N:5])[H:7],[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[C:2]=[O:6].[O:3]([C:4]#[N:5])[H:7],c1oc([#1])no1>>C=O.O(C#N)[#1]
2473,[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[O:1]=[C:2]=[O:6].[O:3]=[C:4]=[N:5][H:7],[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[C:2]=[O:6].[O:3]=[C:4]=[N:5][H:7],c1oc([#1])no1>>C=O.O=C=N[#1]
2474,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C@:2]1([C+:5]=[N:6][H:11])[C:3]([H:9])([H:10])[C-:4]1[H:12])([H:7])[H:8],[C:4][H:11].[C:5]#[N:6]>>[C+:5]=[N:6][H:11].[C-:4],C[#1].C#N>>[C&+]=N[#1].[C&-]
2475,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C:2]1([N+:6]#[C-:5])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],[C:2][C:5]#[N:6]>>[C:2][N+:6]#[C-:5],CC#N>>C[N&+]#[C&-]
2476,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[C:5]=[N:6][H:8].[N:1](=[C:2]1[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],[N:1]([C:2][C:5]#[N:6])[H:8]>>[C:5]=[N:6][H:8].[N:1]=[C:2],N(CC#N)[#1]>>C=N[#1].N=C
2477,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C:5]1=[N:6][C:2]12[C:3]([H:9])([H:10])[C:4]2([H:11])[H:12])([H:7])[H:8],[N:1][C:2][C:5]#[N:6]>>[N:1][C:5]1=[N:6][C:2]1,NCC#N>>NC1=NC1
2478,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[N:1]([C+:2]=[C:5]=[N-:6])([H:7])[H:8],[C:2]1([C:5]#[N:6])[C:3][C:4]1>>[C+:2]=[C:5]=[N-:6].[C:3]=[C:4],C1(C#N)CC1>>[C&+]=C=[N&-].C=C
2479,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[H:10][H:12].[N+:1]1([H:7])([H:8])[C@@:2]([C:3][H:9])([C:5]#[N:6])[C-:4]1[H:11],[C:3]([C:4][H:12])[H:10].[N:1]>>[C:3].[H:10][H:12].[N+:1][C-:4],C(C[#1])[#1].N>>C.[#1][#1].[N&+][C&-]
2480,[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C:2][C:3]([C:4]([C:5]#[N:6])([H:11])[H:12])([H:9])[H:10])([H:7])[H:8],[C:2]([C:4])[C:5]>>[C:2].[C:4][C:5],C(C)C>>C.CC
