reaction_type_index,reaction_type,reaction_indices
528,c1cn([#1])nc1>>C1=CN=NC1[#1],"[441, 1774, 5243, 10259]"
529,c1cccn1>>C(C1C=C1)=N,"[6921, 8463, 8593, 11078]"
530,C1OC1>>C=O.C,"[5559, 6387, 7355]"
531,C1OC1>>C=[O&+][C&-],"[5058, 5810, 7692]"
532,C1OC1[#1].O>>C([O&+]=C)[#1].[O&-],"[138, 1051, 7066]"
533,C1OC1C[#1]>>C=O.C(=C)[#1],"[1852, 2982, 4656]"
534,C(c1ccco1)[#1]>>C=C1C=CC([#1])O1,"[2945, 6857, 10958]"
535,CC[#1].N>>[C&-][N&+].C[#1],"[5065, 9802, 9850]"
536,CCOC(=O)[#1]>>[C&-]#[O&+].C[#1].C=O,"[1936, 9468, 9475]"
537,C(c1cocc1)[#1]>>C=C1C([#1])OC=C1,"[968, 11685, 11715]"
538,CN[#1].O>>C[#1].NO,"[1449, 10640, 11769]"
539,CN.O[#1].O>>N.OC.O[#1],"[1444, 3885, 6608]"
540,C(n1c([#1])ccc1)[#1]>>[C&-][N&+]1=C=CC=C1.[#1][#1],"[508, 8874, 8921]"
541,C1CCOC1[#1]>>C(C=O)[#1].C=C,"[3250, 6744, 11638]"
542,C1CC([#1])OC1>>C=C.C(C=O)[#1],"[3255, 11637, 11903]"
543,CN=CO>>CO.N#C,"[2435, 4534, 6600]"
544,C(O)[#1].C=O>>[C&-]O[#1].C=[O&+],"[1045, 5748, 10557]"
545,CCCN>>CCCN,"[8944, 10982, 11773]"
546,C[#1].OC>>C.C.O[#1],"[5974, 8207, 8408]"
547,C1CC1C>>C(C=C)C,"[3056, 6259, 9783]"
548,C[#1].O=C[#1]>>[C&-].[#1][#1].[O&+]#C,"[5479, 6413, 10611]"
549,C(n1cccc1)[#1]>>[C&-][N&+]1([#1])C=CC=C1,"[511, 8870, 9162]"
550,C1CC1C>>C(C)C=C,"[5633, 8158, 11379]"
551,CNC[#1]>>C[#1].C=N,"[2035, 10137, 11414]"
552,CN.O>>C.NO,"[3291, 9991, 10341]"
553,C1NCC1>>C=N.C=C,"[4826, 9269, 9588]"
554,Cc1cccn1>>C[N&+]1[C&-]=CC=C1,"[7181, 8585, 11347]"
555,CCNC>>CNCC,"[1198, 5967, 6554]"
556,C1OC1>>C.O=C,"[937, 4449, 10995]"
557,C1CO1.O>>C=C.[O&+][O&-],"[1632, 2808, 10775]"
558,C(OCCC)[#1]>>C=O.C=C.C[#1],"[1103, 9427, 11139]"
559,CO.O[#1]>>C.O.O[#1],"[3707, 7890, 10664]"
560,C[#1].C.C[#1]>>C.CC.[#1][#1],"[482, 2438, 7734]"
561,CC1CCO1>>CCC=[O&+][C&-],"[496, 1902, 4979]"
562,C1([#1])OC1C>>[C&+]=C[O&-].C[#1],"[991, 4654, 8656]"
563,C.N[#1]>>C[#1].N,"[6228, 7026, 7786]"
564,CC.O[#1].O>>C.OC.O[#1],"[3861, 6687, 7088]"
565,C1([#1])CO1.O>>C=[O&+]C[#1].[O&-],"[211, 1630, 2811]"
566,C1([#1])CN=CO1>>C(C[#1])=O.N#C,"[4528, 6115, 10539]"
567,COCC>>CC.C=O,"[2280, 5452, 8333]"
568,CC#N.O>>C.O[N&+]#[C&-],"[3076, 4506, 5348]"
569,CC(=N)O>>CN[C&-]=[O&+],"[1116, 8092, 10526]"
570,C1CC1O>>C=C.[O&+]=[C&-],"[579, 4519, 9099]"
571,CC.O=C>>O(CC)C,"[3037, 6944, 10625]"
572,CC.N>>CN.C,"[3663, 6828, 10361]"
573,CC.N.O>>C[N&+].C.[O&-],"[1052, 7018, 10560]"
574,CC.C[#1]>>C[#1].C.C,"[821, 6030, 9038]"
575,CC(C)N>>[C&-]=[N&+].CC,"[4878, 7260, 8054]"
576,C[#1].C#CC[#1]>>CC=C=C.[#1][#1],"[552, 2836, 10274]"
577,CC(C[#1])C[#1]>>CCC=C.[#1][#1],"[10, 5186, 6574]"
578,C(O[#1])C.O>>C=O.C.O[#1],"[2721, 7839, 9715]"
579,C1(C)CC1>>C(=C)CC,"[6181, 8160, 11394]"
580,CC(O[#1])C[#1]>>CCC=O.[#1][#1],"[1780, 7840, 11238]"
581,CC(O)O>>[C&-]=[O&+].CO,"[5618, 9538, 9540]"
582,CC(O[#1])CO>>CCC=O.O[#1],"[2018, 4680, 9716]"
583,C1([#1])CCCC1>>C(=C)C[#1].C=C,"[26, 4378, 11108]"
584,C(OC(=O)[#1])[#1]>>[C&-]#[O&+].C=O.[#1][#1],"[1563, 2154, 4766]"
585,C(OC(C#N)[#1])[#1]>>C=[O&+]C=C=[N&-].[#1][#1],"[4817, 6022, 9444]"
586,C1C([#1])COC1>>C(C=C)[#1].O=C,"[1724, 3248, 6730]"
587,C1C([#1])CCC1>>C=CC[#1].C=C,"[4483, 4838, 9701]"
588,C(c1cccn1[#1])[#1]>>C=C1C=CC=N1.[#1][#1],"[2102, 8573, 11336]"
589,C1C([#1])CCC1>>C(C=C)[#1].C=C,"[24, 4478, 4837]"
590,CCC#N>>[C&+].C=C=[N&-],"[3813, 6964, 10848]"
591,CO.C=O>>COCO,"[1378, 3986, 6451]"
592,C1OCC=C1[#1]>>C(C#C)[#1].O=C,"[186, 284, 11256]"
593,C[#1].C[#1].C>>CC.C.[#1][#1],"[222, 280, 830]"
594,C1C([#1])CC1=O>>[C&-]#[O&+].C(C=C)[#1],"[5737, 6676, 7212]"
595,CO.CC>>CC.OC,"[3235, 9439, 9546]"
596,CO.O[#1].O>>OC.O.O[#1],"[1931, 9470, 11955]"
597,C[#1].CN>>[C&-][N&+][#1].C,"[2527, 3997, 8051]"
598,C.C([#1])[#1]>>[C&+].[C&-].[#1][#1],"[481, 7745, 11294]"
599,C=C(N)[#1]>>C([C&-]=[N&+])[#1],"[6224, 7020, 7796]"
600,C1C(O)C1>>[C&-]=[O&+].C=C,"[539, 5628, 9829]"
601,C.C=O>>C=O.C,"[1476, 4695, 10277]"
602,C=N.C=O>>C1NOC1,"[1117, 2522, 7906]"
603,C=NO>>C(N)O,"[843, 3716, 6832]"
604,C(OCC#N)[#1]>>C=O.C1C([#1])=N1,"[6021, 6460, 9443]"
605,C[#1].C=O.N>>C.NOC[#1],"[1111, 2518, 10527]"
606,C[#1].C=O.C=O>>CCOCO[#1],"[5869, 9295, 11828]"
607,C=O.C=N>>C1OCN1,"[4750, 7869, 8989]"
608,C=O.C[#1]>>[C&+]O[#1].[C&-],"[787, 2200, 3436]"
609,C=O.N>>[N&+]O[C&-],"[705, 4829, 9585]"
610,CC=C>>CCC,"[7758, 8361, 10971]"
611,c1ncc([#1])n1>>C1=NC=[C&-][N&+]1[#1],"[4298, 7272, 11184]"
612,C(CCC#C)[#1]>>C(C[#1])C=C=C,"[3508, 5944, 6519]"
613,c1ncc([#1])n1>>C1=NC([#1])[C&-]=[N&+]1,"[4300, 7274, 11174]"
614,C(CC=O)[#1]>>C(C[#1])[O&+]=[C&-],"[1543, 5151, 9284]"
615,C(CC)[#1]>>CC[#1].C,"[2265, 5782, 10963]"
616,c1nc([#1])co1>>C(N=C=C[#1])=O,"[191, 4488, 11277]"
617,O(C(CO)[#1])[#1]>>O=CC[#1].O[#1],"[4176, 4980, 10929]"
618,O(CCC#N)[#1]>>C=C=N[#1].O=C,"[3060, 8187, 10531]"
619,c1nc([#1])cn1>>C1=[N&+]=[C&-]C([#1])N1,"[4304, 7928, 9673]"
620,c1nc([#1])cn1>>C(N=C=C[#1])=N,"[4307, 7262, 7926]"
621,C#Cc>>C(=C)c,"[9999, 10684, 11755]"
622,N1CC1.O>>[N&+](=C)C.[O&-],"[527, 6000, 6862]"
623,c1conc1[#1]>>C(C=O)=C=N[#1],"[3676, 4786, 9361]"
624,c1conc1>>C#C.[O&-][N&+]#C,"[3674, 4788, 9369]"
625,O=C(CCC)[#1]>>C=C.C[#1].[O&+]#[C&-],"[2335, 6633, 10598]"
626,C#N.C[#1]>>CN(C)[#1],"[8837, 9044, 10532]"
627,O=C(CC[#1])[#1]>>C=C.[#1][#1].[O&+]#[C&-],"[2673, 3295, 4356]"
628,c1cocn1>>C(=C[O&-])[N&+]#C,"[2075, 3079, 3177]"
629,c1cocc1[#1]>>C(C=O)=C=C[#1],"[970, 1838, 7649]"
630,c1cocc1[#1]>>C(C=O)(C#C)[#1],"[966, 1837, 7656]"
631,C#N.O[#1]>>OC=N[#1],"[2624, 3129, 4181]"
632,C(C1OC1)[#1]>>C=C[#1].O=C,"[310, 5783, 7680]"
633,O=C[#1].O>>[O&-].O([C&+])[#1],"[128, 5198, 6750]"
634,O(N=CC)[#1]>>C[#1].[O&-][N&+]#C,"[418, 1656, 10674]"
635,C(C[#1])C#N>>C([C&-]=[N&+]=C)[#1],"[1588, 7521, 7537]"
636,c1nnnc1>>C#N.[N&-][N&+]#C,"[763, 2385, 5106]"
637,C#CCCC[#1]>>C(=C=C)[#1].C=C,"[5645, 7994, 11841]"
638,N=C(N)[#1]>>[N&+]#[C&-].N[#1],"[835, 3995, 8064]"
639,c1nncn1>>C#[N&+][N&-].C#N,"[402, 5178, 7315]"
640,c1nncc1>>C1=CC2N1N2,"[918, 5549, 9502]"
641,NC(=O)[#1].O>>[C&-]#[O&+].N.O[#1],"[3428, 5927, 9393]"
642,c1nncc1>>C#[N&+][N&-].C#C,"[907, 9491, 11621]"
643,NC.O[#1]>>N[#1].OC,"[454, 875, 9731]"
644,c1nnc([#1])n1>>C(=NN[#1])[N&+]#[C&-],"[403, 5177, 7325]"
645,c1nnc([#1])c1>>C1=N[N&+]=[C&-]C1[#1],"[905, 5547, 9495]"
646,c1ncc([#1])o1>>C1=NC([#1])[C&-]=[O&+]1,"[189, 4492, 11267]"
647,C(CO)C>>C=C.OC,"[3603, 4867, 10467]"
648,C(CO)C>>C=C.C.O,"[4996, 7394, 9410]"
649,NCCO>>C=C.NO,"[2755, 5940, 9636]"
650,NCC[#1].O>>C=C.N.O[#1],"[2319, 6244, 6951]"
651,NCNC>>C=N.NC,"[1090, 3453, 8996]"
652,C(CN)[#1]>>[C&-][N&+]C[#1],"[589, 6556, 6561]"
653,C(CN)[#1].O>>C(C[#1])O.N,"[4579, 6785, 8235]"
654,C(CC[#1])C#N>>C=C=N[#1].C=C,"[6567, 9926, 10828]"
655,C(CC[#1])C#N>>C=C=NCC[#1],"[6566, 9916, 10826]"
656,C(CCOC)[#1]>>C=C.C=O.C[#1],"[737, 2152, 8629]"
657,Nc1c([#1])ccn1>>[N&+](C1=C=C[C&-]N1)[#1],"[1077, 6914, 10035]"
658,c1nccn1>>C(N1C=C1)=N,"[4305, 7269, 9677]"
659,NCC(=O)[#1]>>[C&-]#[O&+].[N&+]([C&-])[#1],"[6003, 6084, 8364]"
660,c1c([#1])cco1>>C(=C=CC=O)[#1],"[2944, 6852, 9788]"
661,C(C(N[#1])[#1])[#1].O>>C=CN.[#1][#1].O[#1],"[8230, 10041, 11563]"
662,c1c([#1])cnn1>>C(=C=CN=N)[#1],"[1801, 5398, 11750]"
663,C(C(C[#1])C)[#1]>>C(C=C)C.[#1][#1],"[8437, 10464, 11372]"
664,c1cnc([#1])n1>>C1=CN([#1])CN1,"[805, 7486, 8700]"
665,c1c([#1])cnn1>>C1=[C&+]C([#1])[N&-]N1,"[1806, 5389, 11757]"
666,C(=O)C.O>>C=[O&+]C.[O&-],"[4648, 5201, 9944]"
667,c1c([#1])ncn1>>C1([#1])[C&-]=[N&+]=CN1,"[799, 7484, 8690]"
668,C(=O)CC=O>>[C&-]=[O&+]C1CO1,"[1412, 1612, 9942]"
669,c1c([#1])ncn1>>C1=[C&-][N&+]([#1])C=N1,"[1267, 10415, 11933]"
670,c1c([#1])nnn1>>C1=[C&+]N([#1])[N&-]N1,"[4114, 4616, 10002]"
671,O=Cc>>[O&+](=[C&-])c,"[6699, 8752, 11270]"
672,c1cc([#1])co1>>C(C(C#C)[#1])=O,"[2943, 10691, 10943]"
673,C(C#CCC)[#1]>>C=C=C=C.C[#1],"[7998, 11330, 11843]"
674,C(C#CC#N)[#1]>>C=C=C=C=N[#1],"[584, 1318, 6176]"
675,C(C#CC#C)[#1]>>C=C=C=C=C[#1],"[2126, 2639, 2950]"
676,c1ccnn1>>C#C.C#[N&+][N&-],"[1798, 3211, 5386]"
677,c1cc([#1])nn1>>C(C=C=N[#1])=N,"[3215, 5388, 11749]"
678,c1ccco1>>C12C=CC1O2,"[2941, 9793, 10949]"
679,c1cccn1>>C1=CC1C=N,"[4222, 10026, 11353]"
680,C(=O)[#1]>>[C&-]=[O&+][#1],"[2661, 9253, 10076]"
681,c1cccn1[#1]>>C1=CC([#1])C=N1,"[2090, 7184, 10018]"
682,C(C#C)C#N>>C=C=C[N&+]#[C&-],"[4433, 5693, 8183]"
683,C(C#N)C>>C=C=NC,"[3933, 11473, 11852]"
684,c1cnnn1[#1]>>C1([#1])C=NN=N1,"[4110, 4609, 10000]"
685,c1cnnc1[#1]>>C(C=N)(C#N)[#1],"[439, 1773, 5235]"
686,c1cnnc1>>C1=CC1NN,"[434, 1763, 5241]"
687,C(C1CC1[#1])[#1]>>C=CC=C.[#1][#1],"[772, 1814, 3045]"
688,c1cnnc1>>C#C.[N&-][N&+]#C,"[438, 1767, 5239]"
689,C(C)OC[#1]>>[C&-][O&+]=C.C[#1],"[5862, 6287, 7115]"
690,OC(O)[#1]>>[C&-]=[O&+].O[#1],"[125, 2043, 5919]"
691,c1cnco1>>C1=CN1C=O,"[3113, 4063, 8317]"
692,OC1CC1>>OCC=C,"[3236, 4014, 9842]"
693,c1cnco1>>C(C1N=C1)=O,"[3121, 4065, 6692]"
694,OCC#N>>ON=C=C,"[1468, 5100, 6459]"
695,C#CC(C=O)[#1]>>c1c([#1])cco1,"[2014, 9765, 11844]"
696,C(C)C[#1]>>C(C)[#1].C,"[952, 1499, 5683]"
697,c1cncn1[#1]>>C1=NC([#1])N=C1,"[796, 7476, 8694]"
698,c1cncn1[#1]>>C1([#1])C=NC=N1,"[794, 7479, 8698]"
699,OCCN>>OCCN,"[1191, 1443, 8377]"
700,OC[#1].O>>[C&+].[O&-].O[#1],"[1046, 1450, 2635]"
701,O[#1].OC>>OC.O[#1],"[1721, 5511, 9419]"
702,O[#1].n>>[O&-].[n&+][#1],"[399, 4006, 4719]"
703,C(C)C#C>>[C&+]C(C)=[C&-],"[668, 864, 10176]"
704,c1cncn1>>C(C=N)=[N&+]=[C&-],"[91, 1273, 10416]"
705,c1cncc1>>C1=CC1C=N,"[685, 4046, 5668]"
706,c(n)[#1]>>[c&-][n&+][#1],"[3772, 5180, 7317]"
707,c1cncc1>>C1(C=N)C=C1,"[4045, 8811, 10493]"
708,C(C)C[#1]>>C(CC)[#1],"[1212, 2825, 4868]"
709,C(C[#1])N.O>>C=C.N.O[#1],"[6471, 10246, 11576]"
710,C#C.C[#1]>>[C&-].C(=[C&+])[#1],"[2124, 2636, 2951]"
711,C(C[#1])N>>C=C.N[#1],"[2027, 2470, 6231]"
712,N#CC(C)[#1]>>C[#1].[N&-]=C=[C&+],"[1747, 3611, 4441]"
713,C(NC)[#1].O>>C=N.C.O[#1],"[162, 8684, 11789]"
714,N(CNC[#1])[#1]>>[#1][#1].N=C.N=C,"[3459, 4741, 11047]"
715,n1c([#1])ccn1>>[N&+]1([#1])[C&-]=CC=N1,"[5264, 9073, 9326]"
716,n1c([#1])cnc1>>[N&+]1([#1])[C&-]=CN=C1,"[1945, 4143, 11887]"
717,C(C[#1])O>>C(C)[#1].O,"[2789, 4531, 6109]"
718,C#C.O=C>>O=CC=C,"[633, 5713, 6076]"
719,C#C.C#C>>[C&-]=CC=[C&+],"[4264, 8024, 8708]"
720,n1cccn1>>N1C2C=CN12,"[5268, 9074, 9339]"
721,n1cncn1>>C#N.[N&-][N&+]#C,"[1578, 3775, 7769]"
722,N(CCCO)[#1]>>C=C.N=C.O[#1],"[1299, 9915, 10167]"
723,N(CO)[#1]>>N=C.O[#1],"[5120, 8270, 10043]"
724,N(C[#1])C>>C[#1].N=C,"[4859, 8100, 8932]"
725,C(C[#1])[#1]>>[C&+].[C&-].[#1][#1],"[462, 2570, 7634]"
726,n1cc([#1])nc1>>N1C([#1])[C&-]=[N&+]=C1,"[1943, 4151, 11877]"
727,C(NCC)[#1]>>[C&-][N&+]=C.C[#1],"[425, 2933, 9358]"
728,N(c1cncc1)[#1]>>N=C1C([#1])NC=C1,"[5659, 6840, 8820]"
729,n1cc([#1])nc1>>N=CN=C=C[#1],"[1950, 4150, 11874]"
730,C(NCC#C)[#1]>>C=N.C=C=C[#1],"[640, 3783, 5470]"
731,n1ccnn1>>C#C.N=[N&+]=[N&-],"[356, 5881, 6382]"
732,n1ccnc1>>N=CN1C=C1,"[1954, 4142, 11885]"
733,n1ccnc1>>N=CC=[N&+]=[C&-],"[1942, 4144, 11873]"
734,N(C[#1])C[#1]>>[#1][#1].[N&+]([C&-])=C,"[2507, 2964, 6241]"
735,N(c1cccn1)[#1]>>N=C1C([#1])C=CN1,"[1069, 6919, 10020]"
736,n1cnc([#1])n1>>N=CN=C=N[#1],"[1580, 3776, 7764]"
737,N(c1cccn1)[#1]>>N=C1C=C[C&-][N&+]1[#1],"[1067, 6931, 8478]"
738,C1CC1O>>C(C=C)O,"[4423, 10195, 11738]"
739,c1nnnc1>>C1=NC1N=N,"[755, 2391, 5104]"
740,N(C)C=O>>N1C(C)O1,"[5815, 8098, 10238]"
741,C#C.O[#1]>>OC(C)[#1],"[1822, 8198, 11300]"
742,c1noc([#1])c1>>C1=N[O&+]=[C&-]C1[#1],"[315, 1233, 9614]"
743,C#C.C[#1]>>C(=CC)[#1],"[2551, 4350, 5643]"
744,C(C[#1])C=C>>C(C1CC1)[#1],"[2736, 8381, 8390]"
745,N#Cc>>[N&+](#[C&-])c,"[7265, 7657, 9010]"
746,N(C)[#1].O>>C[#1].ON,"[4398, 6502, 7078]"
747,c1nocc1>>C1=CC2N1O2,"[318, 1229, 9615]"
748,c1nnnc1>>C#[N&+][N&-].N#C,"[760, 2393, 5105]"
749,N.OC[#1]>>N[#1].[O&+][C&-],"[7712, 7971, 11220]"
750,N.OCC[#1]>>C=C.N[#1].O,"[3398, 8095, 8562]"
751,c1nocn1>>C#[N&+][O&-].C#N,"[4714, 5475, 5717]"
752,c1nocn1>>C1=NN1C=O,"[4718, 5478, 5719]"
753,C(C[#1])C[#1]>>C=C.C.[#1][#1],"[4720, 10194, 11169]"
754,C(C[#1])CC#N>>C=C.C=C=N[#1],"[67, 7875, 11315]"
755,N.OCC>>NC.[O&+][C&-],"[3400, 6765, 8096]"
756,C#C.C[#1]>>[C&+].C(=[C&-])[#1],"[2218, 3313, 9204]"
757,C#C.C[#1]>>C(C)(C)[#1],"[1422, 7502, 9956]"
758,N(C=O)[#1]>>N1C([#1])O1,"[4291, 6474, 11050]"
759,c1cnco1>>C(=C[N&+]#C)[O&-],"[3109, 4061]"
760,n1ccc([#1])c1>>N1[C&+]C=[C&-]C1[#1],"[8910, 9156]"
761,c1cncnc1>>C12C=NC1N=C2,"[3686, 8973]"
762,CC(O[#1])C=O>>CC(C=O)O[#1],"[1436, 9974]"
763,C1CN1>>C.C=N,"[97, 10372]"
764,n1cccc1[#1]>>[N&+]1([#1])C=CC=[C&-]1,"[505, 8881]"
765,n1cccc1>>N1C2C=CC12,"[8909, 9164]"
766,C1CN1C[#1]>>C=C.N(=C)[#1],"[4598, 6790]"
767,n1cccn1>>C#C.[N&-][N&+]#C,"[5265, 9333]"
768,c1cncn1>>C(C=[N&+]=[C&-])=N,"[808, 7481]"
769,c1cncn1>>CC=N.C#N,"[83, 2488]"
770,C1CN1>>C=N.C,"[2423, 11698]"
771,n1cccn1>>N=CC1C=N1,"[9069, 9334]"
772,c1cnco1>>C12C=NC1O2,"[6695, 8316]"
773,c1cnco1>>C1(C=O)C=N1,"[4059, 6693]"
774,CC(CC)[#1]>>C[#1].C(=C)C,"[5153, 10510]"
775,c1cncn1>>[C&-](C=N)[N&+]#C,"[2491, 8315]"
776,n1ccc([#1])n1>>N=CC=C=N[#1],"[5269, 9343]"
777,C1CC1O>>C=CCO,"[1906, 4509]"
778,C#CC#CC[#1]>>C(=C=C=C=C)[#1],"[1139, 9520]"
779,C1CC2OC12>>C=C.C([O&-])=[C&+],"[2142, 10990]"
780,c1ccco1>>C1=CC1C=O,"[2177, 10681]"
781,C1CC=CCO1>>C=C.C#C.C=O,"[6035, 9030]"
782,CC.N[#1].O>>C[#1].N.OC,"[3438, 8122]"
783,CC.N>>[C&-].[N&+]C,"[10375, 11814]"
784,CC.N>>[C&-].C[N&+],"[4936, 8040]"
785,C#C.C1CN1>>C1=CC1.C=N,"[7506, 8001]"
786,C1CCC1=O>>C1[C&-]=[O&+]1.C=C,"[5736, 7228]"
787,c1ccnn1>>C1(NN)C=C1,"[3210, 11752]"
788,c1ccnn1>>C12C=CN1N2,"[1790, 8830]"
789,c1ccnn1>>C1=CC1N=N,"[1796, 5387]"
790,CC.N.O>>C.[N&+]C.[O&-],"[8110, 10735]"
791,C1CCC1>>C1CCC1,"[6820, 9357]"
792,n1ccc([#1])n1>>N=CC(C#N)[#1],"[5263, 9328]"
793,C1CN1.O>>[C&+].C=N.[O&-],"[2197, 5490]"
794,c1cncc1>>C12C3NC1C23,"[698, 4048]"
795,c1cnc([#1])nc1>>C1=CN([#1])[C&-]=[N&+]=C1,"[3679, 8976]"
796,c1cnc([#1])nc1>>C1([#1])C=[N&+]=[C&-]N=C1,"[3678, 8969]"
797,n1ccnn1>>N=C[C&-][N&+]#N,"[355, 6378]"
798,C1CCOC1>>[C&-][O&+]=C.C=C,"[557, 11895]"
799,CC.C#C>>[C&-].CC=[C&+],"[1140, 2734]"
800,c1ccnn1>>CNN1C=C1,"[1793, 5394]"
801,n1cnc([#1])n1>>N1C=[N&+]=[C&-]N1[#1],"[1574, 3773]"
802,CC.C=O>>CCOC,"[10091, 10516]"
803,c1cnc(O[#1])n1>>C1=NC(=O)NC1[#1],"[10406, 11944]"
804,C#C.C1CO1>>C(=[C&-])C[O&+]=C,"[3628, 9211]"
805,C1CCCC1[#1]>>C=CC[#1].C=C,"[28, 8673]"
806,CC.C[#1].O>>C.CC.O[#1],"[6630, 10770]"
807,c1cn([#1])cc1>>C1([#1])C=NC=C1,"[4044, 8818]"
808,c1ccno1>>C(C1C=N1)=O,"[1097, 6149]"
809,CC.C#N>>CC=NC,"[5502, 11287]"
810,c1nonn1>>C#N.O=[N&+]=[N&-],"[2516, 5334]"
811,c1nccn1>>[C&-]=[N&+]=CC=N,"[4301, 9680]"
812,C=N.N>>C.N=N,"[2306, 10230]"
813,c[#1].c=O>>[c&-].cO[#1],"[7331, 9142]"
814,c1nccn1>>C1=NC1C=N,"[7263, 9686]"
815,c1nccn1>>C12N=CC1N2,"[4302, 7937]"
816,n(c=O)[#1]>>ncO[#1],"[7462, 7777]"
817,c1ccco1>>C(C1C=C1)=O,"[6851, 9791]"
818,n1c([#1])ncn1>>N(N=C[N&+]#[C&-])[#1],"[1575, 3770]"
819,C1NC1C>>C=CNC,"[3102, 11469]"
820,C1NC1>>C=N.C,"[4190, 9637]"
821,c1nc([#1])no1>>C(N=C=N[#1])=O,"[5046, 6705]"
822,C=O.C=N>>C1ONC1,"[4742, 9000]"
823,C=O.C=N>>C=N.O=C,"[7859, 8997]"
824,C=O.C=O.O[#1]>>OCOCO[#1],"[3202, 11836]"
825,C1NC1>>C.N=C,"[449, 11732]"
826,C=O.C(O)[#1]>>[C&-]O[#1].C=[O&+],"[1638, 2810]"
827,c1nnnc1>>C1(N=N)N=C1,"[2388, 5110]"
828,C1OCC([#1])O1>>C=O.C(C=O)[#1],"[5909, 6043]"
829,c1nnnc1[#1]>>C(N=N)=C=N[#1],"[2394, 5109]"
830,c1nnnc1[#1]>>C1=C=[N&+]([#1])N[N&-]1,"[2386, 5107]"
831,c1nncc1[#1]>>C(N=N)=C=C[#1],"[910, 5550]"
832,c1nncc1>>C1=CC1NN,"[916, 9504]"
833,C1OCCC1>>C=[O&+][C&-].C=C,"[7402, 8460]"
834,c1nocc1>>C1(N=O)C=C1,"[7459, 8547]"
835,c1ncco1>>C(N1C=C1)=O,"[4490, 11269]"
836,C1[C@](C[#1])[C@]1C>>C=CC=C.C[#1],"[3258, 4477]"
837,c1nonc1>>C#N.[O&-][N&+]#C,"[5525, 5600]"
838,C1[C@](C[#1])[C@]1[#1]>>C=CC=C.[#1][#1],"[4479, 9713]"
839,c1nonc1>>C#[N&+][O&-].N#C,"[5526, 5599]"
840,c1ncno1>>C(N1C=N1)=O,"[5045, 6708]"
841,c1nonc1[#1]>>C(N=O)=C=N[#1],"[5527, 5601]"
842,c1ncco1>>C1=NC1C=O,"[194, 4489]"
843,C=C.O[#1]>>OCC[#1],"[5982, 8427]"
844,C1OCCC1[#1]>>C(C=C)[#1].O=C,"[7405, 9827]"
845,C1CO1.O=C>>C=O.O1CC1,"[1125, 8948]"
846,c1coc([#1])n1>>C#C.O=C=N[#1],"[2074, 3089]"
847,c1cnno1>>C#C.[N&-]=[N&+]=O,"[4099, 6489]"
848,CC(=O)C#N>>C[O&+]=C=C=[N&-],"[132, 4639]"
849,CC(=O)C.O>>[C&-]#[O&+].CO.C,"[1404, 10208]"
850,CC(=O)O>>[C&-]#[O&+].CO,"[5341, 7806]"
851,n1ccc([#1])c1>>N1C([#1])C=C=C1,"[514, 9159]"
852,n1cc([#1])cc1>>N1C=C=CC1[#1],"[8880, 9153]"
853,C1CN=CO1>>C=O.C=[N&+]=[C&-],"[4527, 6118]"
854,c1cnnn1>>C([C&-][N&+]#N)=N,"[4111, 10004]"
855,c1cnnn1>>C#C.[N&-]=[N&+]=N,"[4108, 4618]"
856,C1CN=CN1>>C=N.C=[N&+]=[C&-],"[4000, 8066]"
857,C1CN=C([#1])O1>>C=C.N(=C=O)[#1],"[6111, 10550]"
858,c1cnnc1>>C1(C=N)N=C1,"[5246, 10262]"
859,CC(C)=O>>[C&+].[C&-].[C&-]#[O&+],"[4825, 9590]"
860,CC(C)C#C>>[C&-]=C=[C&+].CC,"[865, 10180]"
861,n1ccc([#1])c1>>N1[C&+]C([#1])[C&-]=C1,"[8908, 9158]"
862,C=O.C=O>>C1OOC1,"[5868, 10070]"
863,n1cc([#1])cn1>>N1C=[C&+]C([#1])[N&-]1,"[5267, 9072]"
864,C=O.CN>>C(OC)N,"[2201, 9250]"
865,C=O.N=C>>N1CCO1,"[45, 5592]"
866,n1cc([#1])nn1>>N1C([#1])C#[N&+][N&-]1,"[354, 5887]"
867,c1conn1>>C#C.O=[N&+]=[N&-],"[2871, 3368]"
868,C=O.NC>>NCOC,"[982, 10073]"
869,C=O.N[#1]>>C(O[#1])N,"[784, 3371]"
870,CC#C.C#C>>CC=C1C=C1,"[6585, 8341]"
871,c1conc1>>C1(C=O)N=C1,"[4791, 9368]"
872,C=O.O=C>>O1CCO1,"[6781, 10784]"
873,c1cocn1[#1]>>C(C=O)=NC[#1],"[7333, 9140]"
874,C=O.OC>>C(OC)O,"[7856, 10074]"
875,c1cocn1[#1]>>C(C=O)(N=C)[#1],"[7329, 9146]"
876,n1cc([#1])nn1>>N=NN=C=C[#1],"[357, 5880]"
877,c1cocn1>>C1=NC2C1O2,"[2068, 3087]"
878,c1cocn1>>C(C1OC1)=N,"[7340, 9139]"
879,n1cc([#1])nn1>>N1C=[C&+]N([#1])[N&-]1,"[359, 5879]"
880,N/C=N/[#1]>>C#N.N[#1],"[2302, 10231]"
881,N/C=N/[#1].O>>C#N.N.O[#1],"[3698, 8995]"
882,N.O[#1]>>[N&+][#1].[O&-],"[1655, 11589]"
883,C[#1].C(N)[#1].O>>C.C=[N&+].[#1][#1].[O&-],"[834, 2042]"
